content,score,at,userName
aku lebih nyaman main ini drpd game sebelah kiri,5,2025-02-03 09:53:28,Pengguna Google
hok aku baru slesai si!,5,2025-02-03 09:51:20,Pengguna Google
Best,5,2025-02-03 09:50:56,Pengguna Google
"Ban miya kak ,kalah Mulu setim Ama miya",3,2025-02-03 09:46:16,Pengguna Google
game nya tidak seru jangan di instal bagusan ml permainan yang sangat seru,1,2025-02-03 09:40:43,Pengguna Google
"geme nya bgus kok GK plit Hero SM skin royal cocok lh GK kyk game sbelah udh bertahun2 main nya TPI plit SM apapun,game ini bersahabat.trs konsisten ya beri hadiah utk player yg utk penghargaan",5,2025-02-03 09:39:30,Pengguna Google
bagus,5,2025-02-03 09:35:17,Pengguna Google
"setelah update makin banyak dark sistem kalo main rank, jadi emosi ketemu tim yang ga bisa main, menang sekali dikasih kalahnya sampe 7 kali",1,2025-02-03 09:34:21,Pengguna Google
"tolong banget ni ditambahin fitur buat player minimal udah pernah make hero 2/3 kali baru bisa di pick di rank, biar gaada yang nyoba hero di rank",4,2025-02-03 09:29:10,Pengguna Google
Peniru mlbb tapi boleh lah eventnya byk yg gratis,4,2025-02-03 09:26:55,Pengguna Google
nice,5,2025-02-03 09:21:07,Pengguna Google
"TOLONG BUAT GAME HOK BENAHIN SISTEM MATCHMAKING NYA MASA IYA SAYA MAIN DI KASIH TEAM AMPAS MULU SAYA SUDAH NG GENDONG TEAM TERUS ALHASIL BUKAN MNANG MLAH KALAH MULU MALAH LOSESTREAK, MUSUH PDA BISA MAIN SMUA SDANGKAN DI TEAM SYA SLALU DPAT TEAM NOB, SAMPAI SINI SYA SYDAH MUAK MAIN INI GAME DARI MASTER 2 TURUN KE MASTER 5 MAAF SAYA UNINSTAL GAME NYA",1,2025-02-03 09:14:59,Pengguna Google
Good Game,5,2025-02-03 09:13:24,Pengguna Google
"Mengapa ketika saya login ke game bisa , baru sejam dimainin tiba² log out sendiri terus ada bacaan ny masalah jaringan padahal jaringan saya bagus, saya juga gk Pake cheat gimana dong Tencent benerin lah!! Saya takut akun saya kenapa²",2,2025-02-03 09:02:59,Pengguna Google
"woi lah cik oe punya akun sama temen oe tapi akunnya gabisa dimasukin gimana nih? padahal kami ga pake scrip, cheat, atau apapun",1,2025-02-03 09:00:45,Pengguna Google
"Grafik mantap, dan akunnya bagus2 salut dah❤",5,2025-02-03 09:00:44,Pengguna Google
good,5,2025-02-03 08:59:34,Pengguna Google
mantap,5,2025-02-03 08:50:04,Pengguna Google
oke mantap man,5,2025-02-03 08:48:36,Pengguna Google
Gak nyesel dowload dari efek tampilan dan sekin gila banget dah,5,2025-02-03 08:42:58,Pengguna Google
game nya sangat bagus,5,2025-02-03 08:38:09,Pengguna Google
Saat Download data sering stuck di 0% padahal Sinyal bagus,1,2025-02-03 08:37:43,Pengguna Google
Game Mobile terbaik,5,2025-02-03 08:27:47,Pengguna Google
Tolong perbaiki jariganya macet macet,4,2025-02-03 08:27:24,Pengguna Google
bagus banget,5,2025-02-03 08:23:17,Pengguna Google
Peniru,1,2025-02-03 08:22:25,Pengguna Google
Always give bad match making team,1,2025-02-03 08:18:40,Pengguna Google
Niru game mobile legend map nya juga tapi kaya kerajaan Majapahit,1,2025-02-03 08:17:53,Pengguna Google
Gamenya udah bagus di tambah banyak event event yang menarik tapi saran saya coba bisa lebih di sesuaikan di hp kentang saya ketemu skin musuh full lunar hp saya langsung keluar dari gamenya mohon pengertiannya,5,2025-02-03 08:10:46,Pengguna Google
"keren,gak kyk game sebelah dikasih darksistem mulu",5,2025-02-03 08:06:44,Pengguna Google
Nice noba,5,2025-02-03 08:04:20,Pengguna Google
very good,5,2025-02-03 08:03:33,Pengguna Google
Geme yang sangat seimbang dari segi Hero maupun math. Cuma ada kekurangan dikit yaitu ravame heeonya.,5,2025-02-03 07:58:47,Pengguna Google
Game nyah bagus lebih bagus dari game sebelah,5,2025-02-03 07:51:52,Pengguna Google
baagus,5,2025-02-03 07:32:24,Pengguna Google
DIKASIH TIM KEK KONTTOOOLLL TERUS,1,2025-02-03 07:29:04,Pengguna Google
"Game jelek, selalu aja gw dapet tim tolol ke boot",1,2025-02-03 07:23:51,Pengguna Google
sangat bagus,5,2025-02-03 07:17:16,Pengguna Google
wuper,4,2025-02-03 07:13:16,Pengguna Google
Gem yang sangat bagus ya,5,2025-02-03 06:55:00,Pengguna Google
"game ny sedekah banget, developer ny banyak pahala pasti",5,2025-02-03 06:52:07,Pengguna Google
mantappp,5,2025-02-03 06:47:29,Pengguna Google
Kasih tim yang bener lahh banyak orang ngetrol pake houyi clas lane,1,2025-02-03 06:45:57,Pengguna Google
gamenya bagus dan juga skiin banyak yg geratis,5,2025-02-03 06:42:17,Pengguna Google
mantap,5,2025-02-03 06:39:58,Pengguna Google
jujur game nya keren tapi iklan nya kayak kurang sopan tolong sopan dikit kayak conton ngejek ml kan gak sopan sementara ml aja gk ngejek,1,2025-02-03 06:35:15,Pengguna Google
bagus game nya,5,2025-02-03 06:33:59,Pengguna Google
game baguss luar biasaa,5,2025-02-03 06:32:37,Pengguna Google
Terlalu banyak Hero yang tidak balance,1,2025-02-03 06:27:19,Pengguna Google
Saya suka,5,2025-02-03 06:25:26,Pengguna Google
game ini sangat seru untuk di main kan,5,2025-02-03 06:13:06,Pengguna Google
saya suka grafiknya dan sistem untuk Player newbie..aku bisa belajar semua Hero tanpa harus susah mengumpulkan BP,5,2025-02-03 06:08:15,Pengguna Google
"Match makingnya di benerin tolong, dapetnya orang nge feed mulu, musuh jago tim kita feeder",3,2025-02-03 05:50:35,Pengguna Google
love,5,2025-02-03 05:45:39,Pengguna Google
"ilysm hokk, sehat² selaluu yaa skinnnya baguss², banyaa yg gratis lagiii terus grafiknyaa keren bangett muachh ga kaya si sebelah :p kikir bgt",5,2025-02-03 05:14:07,Pengguna Google
Tolong data lebih diekstrak biar lebih enteng gameplaynya,3,2025-02-03 04:58:55,Pengguna Google
Lumayan tapi grafik nya ga sama kaya di foto nya tapi lumayan main nya sii aku kasih bintang 3 aja ya,3,2025-02-03 04:44:11,Pengguna Google
gamenya mantabs,5,2025-02-03 04:41:31,Pengguna Google
bintang 0 game sepi banyak bot,1,2025-02-03 04:35:33,Pengguna Google
Tolong developer kalo yang skaratin musuh nya itu yang ngekil,1,2025-02-03 04:35:16,Pengguna Google
"Kepada tim google tolong dikaji ulang permainan ini...karena mengandung unsur emosian pemain,tidak mendidik,merusak akhlak masyarakat.banyak dicurangi oleh pihak hok,yang lag kal gak dikasih tim buruk...gua uninstall aja permainan buang paketan doang",1,2025-02-03 04:19:17,Pengguna Google
keren banget,5,2025-02-03 04:16:26,Pengguna Google
"Game yang sangat bagus dan keren. Bahkan karena terlalu BAGUS DAN MANTAP, banyak akun bot. Dan yang paling keren itu keluhan pemain dianggap angin sepoi aja.. MANTAP !!!!",1,2025-02-03 04:07:03,Pengguna Google
"sip, tambahkan model power ya terimakasih",5,2025-02-03 03:49:44,Pengguna Google
"udah lebih dari kata bagus,baru kali ini jumpa game moba terbaik dn royal memberi skin gratis, ga kalah jauh keren nya dengan membuat voice hero yg gaul, mantap. gacorr dah ni game",5,2025-02-03 03:37:17,Pengguna Google
game sepih game play nya kaku banget,1,2025-02-03 03:34:54,Pengguna Google
Game nya nyaman dimainkan gak kek sebelah.,5,2025-02-03 03:21:52,Pengguna Google
Seru banget,5,2025-02-03 03:08:51,Pengguna Google
"Untuk event, skin, ping jaringan okelah bagus perfect. next untuk heronya cepat banyakin biar makin rame.. starstone saya udah 500k bejir",5,2025-02-03 03:06:51,Pengguna Google
sering kali ketemu team yang tidak se imbang,3,2025-02-03 03:06:20,Pengguna Google
"Setiap kali match saya selalu report orang, banyak pengalaman buruk ketika solo ranked. pihak developer terlalu memanjakan player yang melanggar permainan. tolong beri hukuman berat kepada player yang melanggar. sangat buruk aturan game ini. thanks",1,2025-02-03 03:04:45,Pengguna Google
kenapa yang nyuri land malah dihukum malah saya dihukum... sistim mvp gag jelas perbaiki kalau inggin banyak peminat... disuruh main pve malah gag nambah poin reputasi... gimana ini,1,2025-02-03 03:03:58,Pengguna Google
game ini seru dan menemani waktu kosong,5,2025-02-03 02:53:03,Pengguna Google
"grafik bagus,gameplay seru",5,2025-02-03 02:43:38,Pengguna Google
"Untuk text damage, bisa dipisahkan dengan yang lainnya. Jangan disatukan dengan fitur lainnya. Misal: Text Damage: On/Off Bayangan: On/Off Garis Tepi: On/Off Sebenarnya, masih ada lagi yang lain. Tapi untuk contoh, seharusnya seperti itu sudah cukup.",1,2025-02-03 02:35:16,Pengguna Google
Sangat seruu dan sangat baik,5,2025-02-03 02:32:36,Pengguna Google
kece parah,5,2025-02-03 02:17:45,Pengguna Google
"game nya sangat bagus dan udah ga terlalu lag kayak baru main,event nya juga bagus bagus saya sangat suka",5,2025-02-03 02:16:33,Pengguna Google
asyik juga,5,2025-02-03 02:15:01,Pengguna Google
Sangat bagus 🤩🤩🤩🤩🤩,5,2025-02-03 02:13:03,Pengguna Google
KENAPA TERUS KELUAR SAMPEE 20 KALI SAYA CAPE SAYA INGIN NGEPUSH KENAPA KELUAR TERUSS SAYA CUMA INGIN RANK IMPIAN SAYA 😢😢😢 MOHON DI BENAR KAN,1,2025-02-03 02:01:20,Pengguna Google
Game bagus ku kasih bintang 5,5,2025-02-03 01:56:26,Pengguna Google
game nya sangat seru mestipun aja lemot hehe tapi aku suka karna gampang main nya aku aja ketagihan sampai 2 jam aku main ini,5,2025-02-03 01:39:28,Pengguna Google
Good Game recomended,5,2025-02-03 01:19:10,Pengguna Google
sangat suka sekali game sama seperti mobile legendaris,5,2025-02-03 01:17:29,Pengguna Google
ok,5,2025-02-03 01:10:39,Pengguna Google
Gua instal HOK cuma penasaran sebenernya gua player mlbb gua pengen nyoba ni game gara gara tiktok🗿,5,2025-02-03 01:09:40,Pengguna Google
GG Gem ini,5,2025-02-03 01:09:23,Pengguna Google
"Tetep suka yg ada hero indonesia dong, main ini kaya bocil kolong jembatan, Lebih bagus banyakan hero2 dari indonesia, kalo mau banyak player indo, main juga ada kepuasan kalo hero indonesia nya op lagi, kaya brama kumbara, arya kamandanu, prabu siliwangi, sirawing.",1,2025-02-03 01:06:11,Pengguna Google
PLEASE TENCENT AD EVENT TAHUNAN TOKEN GRATIS KAYAK GAME SEBELAH PASTI RAMEE NI GAME,4,2025-02-03 00:40:08,Pengguna Google
bagus,5,2025-02-03 00:30:11,Pengguna Google
👍🏿,5,2025-02-03 00:27:36,Pengguna Google
bagus,5,2025-02-03 00:13:48,Pengguna Google
Cukup puas dan santai,5,2025-02-02 23:39:30,Pengguna Google
makasih free skin nya,5,2025-02-02 23:28:57,Pengguna Google
cukup baik,5,2025-02-02 23:24:17,Pengguna Google
Seru,5,2025-02-02 23:15:51,Pengguna Google
seruuuu,5,2025-02-02 23:06:53,Pengguna Google
Gem ya sagan bagus,5,2025-02-02 23:04:50,Pengguna Google
menarik,4,2025-02-02 22:55:39,Pengguna Google
"makin lamaa makin baguss,ga kaya yang sebelah wkwkw",5,2025-02-02 22:45:52,Pengguna Google
grafik nya bagus,5,2025-02-02 22:27:15,Pengguna Google
"Lol match gak imbang, udah naek sampe langit, turunya gak ada obat, bikin migran 🤣🤣🤣",2,2025-02-02 22:25:42,Pengguna Google
ok,5,2025-02-02 22:15:47,Pengguna Google
"Algoritma sistem ranked yang menurut kalian kalau player kalah akan semakin penasaran, sepenuhnya salah. Saya uninstall game anda. Hidup sudah lelah, di buat semakin lelah karena lose streak.",1,2025-02-02 22:09:29,Pengguna Google
Sangat gg,5,2025-02-02 21:52:25,Pengguna Google
semuanya udah bagus tinggal di pertahanin aja udah lengkap semuanya seru banget ga kaya game sebelah makin sini makin ga di pikirin playernya makasih .,5,2025-02-02 21:01:12,Pengguna Google
Game sangat bagus sekali,5,2025-02-02 20:58:25,Pengguna Google
mantap,5,2025-02-02 20:39:11,Pengguna Google
bagus,5,2025-02-02 20:17:31,Pengguna Google
"Bintang 2 dulu, gamenya sama aja kek mobile legend (ngasih tim tolol semua)",2,2025-02-02 20:04:09,Pengguna Google
Sering leg kalo gerafik di tinggiin hp cepat panas alhasil harus grafik paling bawah baru lancar dan untuk pembagian tim GK sesuai selalu kalah di bandingkan meanag'y,3,2025-02-02 19:29:44,Pengguna Google
sangat menyenangkan keren🥰,5,2025-02-02 19:24:31,Pengguna Google
Tolong di match di benahi lagi....selalu ketemu pemain yg gak jelas....mana ada Garo di pakek jangler....jangan sampai game yg sudah bagus malah gak laku kayak game sebelah....tolong pas pemilihan Hero di pakek kayak dulu lagi...Klo line mid Hero yg di pilih mage semua jangan ada line mid makeknya Hero farm line....tolong di sesuaikan di dalam match,1,2025-02-02 19:21:02,Pengguna Google
mantap,5,2025-02-02 19:16:05,Pengguna Google
download nya pekak tenaga apa sih ko sering nyendat nyedat,1,2025-02-02 19:00:44,Pengguna Google
Coba ajh honor of kings bikin versi lite pasti aku download. Game ya seru tapi... Di aku ngelag mungkin emng hp ku kentang jadi gak bisa main ni game tapi aku mau mainnnn . 😭✌️,5,2025-02-02 17:52:15,Pengguna Google
Love it💋,5,2025-02-02 17:45:21,Pengguna Google
mbnya kenapa gede harusnya gede tolong mb lebih kecil dong gua ram 3 gak muat main ini aku ingin main gema ini sepuas tolong mbnya lebih kecil,4,2025-02-02 17:43:22,Pengguna Google
Perbaiki match team tidak seimbang selalu dapet tim rendah dan tidak berguna tolong di perbaiki,1,2025-02-02 17:40:52,Pengguna Google
grafiknya tingkat kan lagi cuma itu saran saya yg lainnya full best udh,4,2025-02-02 17:23:39,Pengguna Google
"Fitur report orang yang rolenya sama dalam satu tim kaya gaada fungsinya, padahal saya udah pick Hero sesuai rolenya duluan. Tapi banyak banget orang yang maksa kalo pick hero !",4,2025-02-02 17:12:37,Pengguna Google
"Sistem matchmaking tidak adil, perbedaan tier terlalu jauh ,selalu memberikan pengalaman buruk, masih banyak bug fitur tertentu",5,2025-02-02 17:12:32,Pengguna Google
boleh juga,5,2025-02-02 17:04:20,Pengguna Google
Game ini sangat cocok untuk orang main,5,2025-02-02 16:54:23,Pengguna Google
Seru banget loh tapi kalo bisa buka gamenya bisa pake kuota game😃,5,2025-02-02 16:53:29,Pengguna Google
Gamenya banyak bug dan sistemnya itu eror kali/gak jelass,3,2025-02-02 16:44:09,Pengguna Google
good,5,2025-02-02 16:36:01,Pengguna Google
"matchmakingnya benerin, masa menang 1x lngsung di ksh tim dongok 10x alhasil ls, sesuaikan dengan Wr lah tolol Edit: sistem report juga tlg d benerin, masa sy main dh bener di ban dri peak, teammate main ego tinggi ga bantuin d farm Lane malah kgk kena report gw, coba cek record gw, gw main jaga jarak ga feeding, ga ada yg bantuin di farm Lane, di gank Mulu padahal dekat turret, teammate ga ada yg rotasi Ga d benerin, gw rate 1",2,2025-02-02 16:22:22,Pengguna Google
"Kemarin aku cek channel YouTube orang yang lagi bahas tentang HOK. Itu vidio diupload cukup lama, disitu dia bahas ada karakter dengan design yang jomplang banget dibandingkan karakter lainnya. Setelah aku cek di game, masih ada dong karakter dengan design jomplang itu. Mohon diperbaiki ya 👍 Buat gameplay udah bagus cuman kadang suka ketemu teman atau lawan pake spell atau karakter yg gak cocok ama rollnya, padahal lagi maen rank.",4,2025-02-02 16:19:02,Pengguna Google
Tidak adil. Pemain solo bertemu musuh 1 squad?,1,2025-02-02 16:14:40,Pengguna Google
dengan penyimpanan sebesar 12gb apakah menjamin game ini bagus oh jelas tidak. untuk tampilan lobi dan skin emang gokil tapi gameplay udah ga karuan pertama sinyal yang sangat buruk ( sring naik tidak tau apa apa masalah padahal baru war) kalo di suruh pakai Wi-Fi maaf bos kalo gitu konsepnya yang pakai jaringan internet susah. jika menang lebih dari 3-4 maka mendapatkan tim yang buruk dan mengambil lagi bintang sampai habis dan sring belajar hiro di mode rank emang ga tau dan tu pikiran nya,1,2025-02-02 16:12:17,Pengguna Google
oke,4,2025-02-02 15:52:18,Pengguna Google
Game ok buat gw,5,2025-02-02 15:50:07,Pengguna Google
Halah game isinya player dark sistem 💩💩💩,1,2025-02-02 15:40:47,Pengguna Google
mntap,4,2025-02-02 15:32:37,Pengguna Google
nice!,5,2025-02-02 15:29:35,Pengguna Google
"Saya akui kalo dari efek dan Grafik memang honor of kings lebih baik dari Mlbb, tapi Honor Of Kings Lebih rumit dari Mobile Legends. dan semua Karakter dari game HOK hanya menggunakaan Legenda dari Tiongkok ( China ). Tidak seperti Mobile Legends montoon selalu menggunakaan Karakter Legenda Global dan mobile legends sanggat mudah di pahami, sedangkan HOK sanggat sulit di pahami makanya HOK hanya populer di Tiongkok ( China ) dan Taiwan, Mobile Legends Lebih menarik para pemain tidak membosankan.",1,2025-02-02 15:29:28,Pengguna Google
GOOD GAME,5,2025-02-02 15:26:34,Pengguna Google
seru,5,2025-02-02 15:24:53,Pengguna Google
keren skin nya,5,2025-02-02 15:21:51,Pengguna Google
"Matchmaking sudah seperti Mobile Legend, tidak adil sama sekali, setiap saya WS 7-8x sudah dipastikan match selanjut dikasih tim BOT atau Musuh beda Rank jauh di atas🤨, Tapi maaf saya harus memberi rate bintang sedikit",2,2025-02-02 15:21:41,Pengguna Google
Ini nih game moba yang gw cari cari the best lah pokoknya keren deh pokoknya,5,2025-02-02 15:20:50,Pengguna Google
Ini game global atau China only sih? Kok party 5 dapat cina Mulu malassssss,1,2025-02-02 15:05:22,Pengguna Google
Matchmaking gk balance 👎,1,2025-02-02 15:01:03,Pengguna Google
gamenya sangat bagus mirip mobile legends saya sangat merekomendasikan game ini,5,2025-02-02 14:57:10,Pengguna Google
Baru coba,2,2025-02-02 14:52:28,Pengguna Google
"gamenya seru, playernya ramah. betah banget main ini game... kerja bagus",5,2025-02-02 14:50:40,Pengguna Google
Game apa ini slalu bertemu dengan pemain yang tak tau cara bermain dark sistem bikin rank turun aja,2,2025-02-02 14:49:20,Pengguna Google
"Aku comeback HOK nyesel, Nyesel matchingnya malah makin buruk. musuhnya kuat kuat, timnya kek newbie padahal main di tier master. Emang uda bener ga install lagi. untung belum sempet top up.",2,2025-02-02 14:41:40,Pengguna Google
Keren tapi masa main mode offline nya harus download semua data,3,2025-02-02 14:40:23,Pengguna Google
ok mntap,5,2025-02-02 14:35:32,Pengguna Google
Game ini sangat cocok buat owe patut kasih 5 bintang,5,2025-02-02 14:34:18,Pengguna Google
bagus,5,2025-02-02 14:32:55,Pengguna Google
lumayan seru,3,2025-02-02 14:24:25,Pengguna Google
kamera dronya kurang tinggi,5,2025-02-02 14:21:00,Pengguna Google
keren game nya,5,2025-02-02 14:18:37,Pengguna Google
"rate, sekarang bagus yah cuman agk lag sih (hp gw kentang)",5,2025-02-02 14:17:58,Pengguna Google
game yang bagus,4,2025-02-02 14:12:02,Pengguna Google
bagus banget,5,2025-02-02 14:11:11,Pengguna Google
Mengapa di mode offline tidak ada hero shangguan?? Padahal dulu ada?? Tolonglah munculkan kembali!!,4,2025-02-02 14:10:29,Pengguna Google
seruu dan bagus banget,5,2025-02-02 14:07:06,Pengguna Google
bagus,5,2025-02-02 14:05:53,Pengguna Google
keren,5,2025-02-02 14:04:12,Pengguna Google
Oke sih,5,2025-02-02 14:00:16,Pengguna Google
game sigma baik tidak plagiat kayak emel,5,2025-02-02 13:53:02,Pengguna Google
Ga seimbang,1,2025-02-02 13:49:48,Pengguna Google
Matchmacing tidak seimbang jika main solo dark system terlalu kentara game yg tidak ramah buat solo player teman terlalu boot lawan mabar perbaiki game anda mending main mobile legend tidak ada jeda ke kalahan terus menerus tolong depelover di perbaiki matchmacingnya jika akan uinstal game anda,1,2025-02-02 13:47:40,Pengguna Google
Bagus,5,2025-02-02 13:46:40,Pengguna Google
Hero nya bagus dan banyak,5,2025-02-02 13:44:19,Pengguna Google
paling pas pe matchingan tolong waktunya dipercepat jangan sampai 4 menit:),4,2025-02-02 13:44:15,Pengguna Google
